Row,Type,Size,Charge,Mass,m/z,RT
N_Cluster_3839,2D PEAK CLUSTER,2,1,859.630503811,858.623227344,8.65310878123
N_Cluster_3840,2D PEAK CLUSTER,2,1,859.631518998,858.624242531,8.89199287325
N_Cluster_3841,2D PEAK CLUSTER,2,1,859.628712407,858.621435940,9.40035823770
N_Cluster_3842,2D PEAK CLUSTER,3,1,859.634182303,858.626905836,9.54834508468
N_Cluster_3843,2D PEAK CLUSTER,2,1,859.629205201,858.621928734,9.86969726711
N_Cluster_3844,2D PEAK CLUSTER,2,1,859.632193152,858.624916686,11.6635839523
N_Cluster_3845,2D PEAK CLUSTER,2,1,860.363565961,859.356289494,9.12579801003
N_Cluster_3846,2D PEAK CLUSTER,2,1,860.633855497,859.626579030,9.10819218256
N_Cluster_3847,2D PEAK CLUSTER,2,1,861.147622732,860.140346265,1.15723833013
N_Cluster_3848,2D PEAK CLUSTER,2,1,861.327663490,860.320387023,4.62186933493
N_Cluster_3849,2D PEAK CLUSTER,2,1,861.341499617,860.334223150,1.07071648684
N_Cluster_3850,2D PEAK CLUSTER,2,1,861.572646717,860.565370250,9.39307483977
N_Cluster_3851,2D PEAK CLUSTER,2,1,861.575005940,860.567729473,10.3606197393
N_Cluster_3852,2D PEAK CLUSTER,2,1,861.575372126,860.568095659,9.74673001565
N_Cluster_3853,2D PEAK CLUSTER,2,1,861.645933217,860.638656750,9.81018351468
N_Cluster_3854,2D PEAK CLUSTER,2,1,861.644054744,860.636778278,9.90453934612
N_Cluster_3855,2D PEAK CLUSTER,2,1,861.646182181,860.638905714,11.6768072192
N_Cluster_3856,2D PEAK CLUSTER,2,1,862.216916094,861.209639627,4.13392501139
N_Cluster_3857,2D PEAK CLUSTER,4,1,862.254952889,861.247676422,7.08440310878
N_Cluster_3858,2D PEAK CLUSTER,2,1,862.280220626,861.272944160,1.29789586649
N_Cluster_3859,2D PEAK CLUSTER,2,1,862.457538480,861.450262013,7.88276069665
N_Cluster_3860,2D PEAK CLUSTER,2,1,862.696775904,861.689499438,1.18055176361
N_Cluster_3861,2D PEAK CLUSTER,2,1,863.341635601,862.334359134,1.07198903189
N_Cluster_3862,2D PEAK CLUSTER,3,1,863.588573148,862.581296681,9.21737688492
N_Cluster_3863,2D PEAK CLUSTER,2,1,863.589637053,862.582360586,9.40373360034
N_Cluster_3864,2D PEAK CLUSTER,2,1,863.589270937,862.581994470,9.56234114897
N_Cluster_3865,2D PEAK CLUSTER,2,1,863.589087859,862.581811392,9.65231781943
N_Cluster_3866,2D PEAK CLUSTER,2,1,863.589235154,862.581958688,9.74948766869
N_Cluster_3867,2D PEAK CLUSTER,2,1,863.590567713,862.583291246,10.1509022614
N_Cluster_3868,2D PEAK CLUSTER,3,1,863.589824835,862.582548368,10.3366746750
N_Cluster_3869,2D PEAK CLUSTER,2,1,864.211278742,863.204002276,4.52536312444
N_Cluster_3870,2D PEAK CLUSTER,2,1,864.233073684,863.225797218,4.70155245663
N_Cluster_3871,2D PEAK CLUSTER,2,1,864.232751439,863.225474972,4.83608937635
N_Cluster_3872,2D PEAK CLUSTER,2,1,864.249563680,863.242287213,1.33351986866
N_Cluster_3873,2D PEAK CLUSTER,2,1,864.569714650,863.562438183,11.6822124506
N_Cluster_3874,2D PEAK CLUSTER,2,1,865.599489363,864.592212896,9.98140490486
N_Cluster_3875,2D PEAK CLUSTER,2,1,866.522951993,865.515675526,11.8346212362
N_Cluster_3876,2D PEAK CLUSTER,2,1,867.513370136,866.506093669,10.9370808903
N_Cluster_3877,2D PEAK CLUSTER,2,1,868.244321102,867.237044635,4.43545335537
N_Cluster_3878,2D PEAK CLUSTER,2,1,868.302129227,867.294852760,4.51600412888
N_Cluster_3879,2D PEAK CLUSTER,2,1,868.519072798,867.511796331,10.4892414934
N_Cluster_3880,2D PEAK CLUSTER,2,1,869.270976062,868.263699595,3.51688058424
N_Cluster_3881,2D PEAK CLUSTER,3,1,869.660396745,868.653120278,11.7715261122
N_Cluster_3882,2D PEAK CLUSTER,3,1,870.355173808,869.347897341,4.77034668242
N_Cluster_3883,2D PEAK CLUSTER,2,1,870.358182432,869.350905965,5.03568514034
N_Cluster_3884,2D PEAK CLUSTER,2,1,870.481160019,869.473883553,11.5635793108
N_Cluster_3885,2D PEAK CLUSTER,2,1,870.540314609,869.533038142,10.7629477811
N_Cluster_3886,2D PEAK CLUSTER,3,1,870.567356213,869.560079747,13.5426039097
N_Cluster_3887,2D PEAK CLUSTER,2,1,870.568273310,869.560996843,14.3996803487
N_Cluster_3888,2D PEAK CLUSTER,2,1,871.552578133,870.545301666,8.18013134299
N_Cluster_3889,2D PEAK CLUSTER,2,1,871.555261796,870.547985329,8.33722871862
N_Cluster_3890,2D PEAK CLUSTER,2,1,871.815789607,870.808513140,1.06969024712
N_Cluster_3891,2D PEAK CLUSTER,2,1,872.347551215,871.340274748,7.21168889912
N_Cluster_3892,2D PEAK CLUSTER,2,1,873.475517538,872.468241071,11.7191718521
N_Cluster_3893,2D PEAK CLUSTER,2,1,873.930517293,872.923240827,1.74383353380
N_Cluster_3894,2D PEAK CLUSTER,3,1,874.280199886,873.272923419,1.34197685367
N_Cluster_3895,2D PEAK CLUSTER,2,1,874.350105277,873.342828810,4.35610707965
N_Cluster_3896,2D PEAK CLUSTER,2,1,874.419792171,873.412515704,8.02524432906
N_Cluster_3897,2D PEAK CLUSTER,2,1,875.821907159,874.814630692,1.07020554956
N_Cluster_3898,2D PEAK CLUSTER,2,1,876.461323533,875.454047067,3.46543992911
N_Cluster_3899,2D PEAK CLUSTER,2,1,876.472207697,875.464931230,10.2049137957
N_Cluster_3900,2D PEAK CLUSTER,2,1,877.822653021,876.815376554,1.07114594496
N_Cluster_3901,2D PEAK CLUSTER,2,1,878.686868911,877.679592444,11.4033910870
N_Cluster_3902,2D PEAK CLUSTER,2,1,879.131496817,878.124220350,1.16501327856
N_Cluster_3903,2D PEAK CLUSTER,2,1,879.618223829,878.610947362,1.16778888984
N_Cluster_3904,2D PEAK CLUSTER,2,1,879.584533944,878.577257477,10.3602508408
N_Cluster_3905,2D PEAK CLUSTER,2,1,879.816858170,878.809581703,1.06916240174
N_Cluster_3906,2D PEAK CLUSTER,2,1,880.484069889,879.476793423,11.1351337046
N_Cluster_3907,2D PEAK CLUSTER,2,1,881.580472835,880.573196369,9.22538614917
N_Cluster_3908,2D PEAK CLUSTER,2,1,881.601457337,880.594180871,9.38432286378
N_Cluster_3909,2D PEAK CLUSTER,2,1,881.602304723,880.595028257,8.42485251877
N_Cluster_3910,2D PEAK CLUSTER,2,1,881.599677125,880.592400658,8.05985381379
N_Cluster_3911,2D PEAK CLUSTER,2,1,881.594718171,880.587441704,9.80074588974
N_Cluster_3912,2D PEAK CLUSTER,2,1,882.205262241,881.197985774,4.41410388461
N_Cluster_3913,2D PEAK CLUSTER,2,1,882.501125922,881.493849455,10.9693989689
N_Cluster_3914,2D PEAK CLUSTER,2,1,884.278177975,883.270901508,4.36971004103
N_Cluster_3915,2D PEAK CLUSTER,2,1,884.236983954,883.229707487,7.08276000207
N_Cluster_3916,2D PEAK CLUSTER,2,1,884.424080969,883.416804502,8.16231644782
N_Cluster_3917,2D PEAK CLUSTER,2,1,884.424383408,883.417106941,8.35379329908
N_Cluster_3918,2D PEAK CLUSTER,2,1,884.453539414,883.446262947,11.1324173862
N_Cluster_3919,2D PEAK CLUSTER,2,1,884.585144971,883.577868504,9.83308815623
N_Cluster_3920,2D PEAK CLUSTER,2,1,885.262528117,884.255251650,1.34317060480
N_Cluster_3921,2D PEAK CLUSTER,2,1,885.326055642,884.318779175,4.94479945500
N_Cluster_3922,2D PEAK CLUSTER,2,1,885.620373655,884.613097188,1.16401663685
N_Cluster_3923,2D PEAK CLUSTER,2,1,886.270119294,885.262842827,7.57208463035
N_Cluster_3924,2D PEAK CLUSTER,2,1,886.469786964,885.462510497,11.3057005968
N_Cluster_3925,2D PEAK CLUSTER,2,1,887.120328014,886.113051547,1.16470690396
N_Cluster_3926,2D PEAK CLUSTER,2,1,887.670341525,886.663065058,11.9807434709
N_Cluster_3927,2D PEAK CLUSTER,2,1,887.669526875,886.662250409,12.1657146160
N_Cluster_3928,2D PEAK CLUSTER,2,1,887.670326384,886.663049917,12.5470612729
N_Cluster_3929,2D PEAK CLUSTER,2,1,887.671340965,886.664064498,10.9684753307
N_Cluster_3930,2D PEAK CLUSTER,2,1,887.671419638,886.664143171,13.8425545906
N_Cluster_3931,2D PEAK CLUSTER,2,1,887.671306199,886.664029732,14.1287366123
N_Cluster_3932,2D PEAK CLUSTER,2,1,887.671579175,886.664302709,14.2261463798
N_Cluster_3933,2D PEAK CLUSTER,2,1,887.671695630,886.664419163,14.8340508477
N_Cluster_3934,2D PEAK CLUSTER,2,1,887.672565650,886.665289184,15.7287834480
N_Cluster_3935,2D PEAK CLUSTER,2,1,888.287539722,887.280263255,4.52015498199
N_Cluster_3936,2D PEAK CLUSTER,2,1,888.487862048,887.480585581,10.5659550537
N_Cluster_3937,2D PEAK CLUSTER,2,1,890.322890059,889.315613592,6.47583381522
N_Cluster_3938,2D PEAK CLUSTER,2,1,891.271200954,890.263924487,1.33614151490
N_Cluster_3939,2D PEAK CLUSTER,2,1,891.620686849,890.613410382,9.14399139230
N_Cluster_3940,2D PEAK CLUSTER,2,1,891.623605829,890.616329362,9.74756498625
N_Cluster_3941,2D PEAK CLUSTER,3,1,891.620626044,890.613349577,9.93003358279
N_Cluster_3942,2D PEAK CLUSTER,2,1,891.621798714,890.614522247,10.3376551947
N_Cluster_3943,2D PEAK CLUSTER,2,1,891.800747934,890.793471467,1.07228331831
N_Cluster_3944,2D PEAK CLUSTER,2,1,892.259599110,891.252322643,3.51684794531
N_Cluster_3945,2D PEAK CLUSTER,2,1,892.338774892,891.331498425,5.88303525769
N_Cluster_3946,2D PEAK CLUSTER,2,1,892.334375622,891.327099155,6.10133102121
N_Cluster_3947,2D PEAK CLUSTER,2,1,892.464866779,891.457590312,8.35306965662
N_Cluster_3948,2D PEAK CLUSTER,2,1,893.543270765,892.535994298,9.37191654423
N_Cluster_3949,2D PEAK CLUSTER,2,1,893.542626784,892.535350317,9.73849532462
N_Cluster_3950,2D PEAK CLUSTER,2,1,893.798656997,892.791380530,1.07174058455
N_Cluster_3951,2D PEAK CLUSTER,2,1,894.427809122,893.420532655,8.27736484678
N_Cluster_3952,2D PEAK CLUSTER,2,1,895.913457754,894.906181287,1.75697552023
N_Cluster_3953,2D PEAK CLUSTER,5,1,896.202039495,895.194763028,4.14455195425
N_Cluster_3954,2D PEAK CLUSTER,2,1,896.254143398,895.246866931,7.35198021942
N_Cluster_3955,2D PEAK CLUSTER,2,1,898.268472300,897.261195833,7.21532928093
N_Cluster_3956,2D PEAK CLUSTER,2,1,898.358529669,897.351253203,4.94389658529
N_Cluster_3957,2D PEAK CLUSTER,2,1,898.607777030,897.600500563,15.5663613093
N_Cluster_3958,2D PEAK CLUSTER,3,1,900.272904954,899.265628488,4.25544232714
N_Cluster_3959,2D PEAK CLUSTER,2,1,900.291064537,899.283788070,4.44680297707
N_Cluster_3960,2D PEAK CLUSTER,2,1,900.285164316,899.277887849,6.37929882297
N_Cluster_3961,2D PEAK CLUSTER,2,1,900.542443372,899.535166905,14.3119094490
N_Cluster_3962,2D PEAK CLUSTER,2,1,901.472318365,900.465041898,9.65994351407
N_Cluster_3963,2D PEAK CLUSTER,2,1,901.627495501,900.620219034,1.14959952969
N_Cluster_3964,2D PEAK CLUSTER,2,1,902.468850860,901.461574393,10.8529849115
N_Cluster_3965,2D PEAK CLUSTER,2,1,902.481275868,901.473999401,9.13327705514
N_Cluster_3966,2D PEAK CLUSTER,2,1,902.541730528,901.534454061,9.24440956241
N_Cluster_3967,2D PEAK CLUSTER,2,1,902.541865318,901.534588851,9.45825116776
N_Cluster_3968,2D PEAK CLUSTER,2,1,903.530781083,902.523504616,11.6959576297
N_Cluster_3969,2D PEAK CLUSTER,2,1,903.665008520,902.657732053,10.7037582322
N_Cluster_3970,2D PEAK CLUSTER,2,1,904.484815853,903.477539386,9.48807542331
N_Cluster_3971,2D PEAK CLUSTER,2,1,904.503904013,903.496627546,10.2369307795
N_Cluster_3972,2D PEAK CLUSTER,2,1,905.541069199,904.533792733,11.6875457583
N_Cluster_3973,2D PEAK CLUSTER,2,1,906.475779214,905.468502747,10.4695026258
N_Cluster_3974,2D PEAK CLUSTER,2,1,906.476698904,905.469422438,11.1256355879
N_Cluster_3975,2D PEAK CLUSTER,2,1,906.478832471,905.471556004,11.4891378799
N_Cluster_3976,2D PEAK CLUSTER,3,1,906.571115405,905.563838938,10.4097265130
N_Cluster_3977,2D PEAK CLUSTER,2,1,906.573107000,905.565830533,10.5981357449
N_Cluster_3978,2D PEAK CLUSTER,2,1,907.779352423,906.772075956,1.07424830953
N_Cluster_3979,2D PEAK CLUSTER,2,1,908.235134468,907.227858001,4.64215927875
N_Cluster_3980,2D PEAK CLUSTER,2,1,908.333341919,907.326065453,5.27978107087
N_Cluster_3981,2D PEAK CLUSTER,2,1,908.328698112,907.321421645,5.51382803563
N_Cluster_3982,2D PEAK CLUSTER,2,1,909.276174948,908.268898481,1.07039262953
N_Cluster_3983,2D PEAK CLUSTER,2,1,909.632076303,908.624799837,9.74660625341
N_Cluster_3984,2D PEAK CLUSTER,2,1,909.778204283,908.770927816,1.07553473611
N_Cluster_3985,2D PEAK CLUSTER,2,1,910.217886714,909.210610247,4.24359950004
N_Cluster_3986,2D PEAK CLUSTER,2,1,910.587858525,909.580582058,10.2110921591
N_Cluster_3987,2D PEAK CLUSTER,2,1,911.592657225,910.585380758,10.8733278320
N_Cluster_3988,2D PEAK CLUSTER,2,1,912.402857646,911.395581179,5.08325769014
N_Cluster_3989,2D PEAK CLUSTER,2,1,912.399565788,911.392289321,5.31019820736
N_Cluster_3990,2D PEAK CLUSTER,2,1,912.421863147,911.414586680,5.68479186882
N_Cluster_3991,2D PEAK CLUSTER,2,1,914.417119204,913.409842737,5.49992763202
N_Cluster_3992,2D PEAK CLUSTER,2,1,914.436243974,913.428967508,5.68357385001
N_Cluster_3993,2D PEAK CLUSTER,2,1,914.489842509,913.482566042,8.95436704049
N_Cluster_3994,2D PEAK CLUSTER,2,1,915.452326935,914.445050468,5.35021931900
N_Cluster_3995,2D PEAK CLUSTER,3,1,916.429449796,915.422173329,11.8411362992
N_Cluster_3996,2D PEAK CLUSTER,2,1,916.453375792,915.446099325,6.29093575401
N_Cluster_3997,2D PEAK CLUSTER,2,1,916.453765712,915.446489246,6.38646391790
N_Cluster_3998,2D PEAK CLUSTER,2,1,917.891437741,916.884161274,1.74629919135
N_Cluster_3999,2D PEAK CLUSTER,3,1,918.183381390,917.176104923,4.14697880310
N_Cluster_4000,2D PEAK CLUSTER,2,1,918.294104502,917.286828036,6.12556800290
N_Cluster_4001,2D PEAK CLUSTER,2,1,918.481613816,917.474337349,9.58230375814
N_Cluster_4002,2D PEAK CLUSTER,2,1,918.519171677,917.511895211,10.5661481530
N_Cluster_4003,2D PEAK CLUSTER,2,1,918.753859159,917.746582692,1.05416826586
N_Cluster_4004,2D PEAK CLUSTER,2,1,919.143041291,918.135764825,1.46049445215
N_Cluster_4005,2D PEAK CLUSTER,2,1,919.576642112,918.569365645,9.81382428163
N_Cluster_4006,2D PEAK CLUSTER,2,1,920.482581386,919.475304919,9.51639036379
N_Cluster_4007,2D PEAK CLUSTER,3,1,924.233296706,923.226020239,4.24390530123
N_Cluster_4008,2D PEAK CLUSTER,2,1,924.232808565,923.225532098,4.62079853411
N_Cluster_4009,2D PEAK CLUSTER,2,1,924.329408907,923.322132440,5.11901014432
N_Cluster_4010,2D PEAK CLUSTER,2,1,924.322470568,923.315194102,7.87159970663
N_Cluster_4011,2D PEAK CLUSTER,2,1,924.523113865,923.515837398,9.24275293828
N_Cluster_4012,2D PEAK CLUSTER,3,1,924.604936690,923.597660224,11.9611481677
N_Cluster_4013,2D PEAK CLUSTER,3,1,924.604660327,923.597383861,12.2861484537
N_Cluster_4014,2D PEAK CLUSTER,2,1,924.752944665,923.745668198,1.08234812640
N_Cluster_4015,2D PEAK CLUSTER,3,1,926.345661601,925.338385134,4.86410441180
N_Cluster_4016,2D PEAK CLUSTER,2,1,926.344585174,925.337308707,4.99687613517
N_Cluster_4017,2D PEAK CLUSTER,2,1,926.417572043,925.410295577,8.14531678999
N_Cluster_4018,2D PEAK CLUSTER,2,1,926.844621416,925.837344949,1.72661053685
N_Cluster_4019,2D PEAK CLUSTER,3,1,928.503562331,927.496285864,10.9636298307
N_Cluster_4020,2D PEAK CLUSTER,2,1,928.599192170,927.591915703,1.16302356170
N_Cluster_4021,2D PEAK CLUSTER,2,1,930.283594696,929.276318229,4.32585637141
N_Cluster_4022,2D PEAK CLUSTER,2,1,930.482717180,929.475440713,10.0002926749
N_Cluster_4023,2D PEAK CLUSTER,3,1,930.572690440,929.565413973,9.95417591876
N_Cluster_4024,2D PEAK CLUSTER,2,1,930.596452895,929.589176428,1.16483140637
N_Cluster_4025,2D PEAK CLUSTER,2,1,931.526292538,930.519016071,11.7709742925
N_Cluster_4026,2D PEAK CLUSTER,2,1,932.260267899,931.252991432,4.41629702293
N_Cluster_4027,2D PEAK CLUSTER,2,1,934.619122190,933.611845723,1.15763573850
N_Cluster_4028,2D PEAK CLUSTER,2,1,935.551028819,934.543752352,10.5983500494
N_Cluster_4029,2D PEAK CLUSTER,3,1,935.800662882,934.793386415,1.07117967663
N_Cluster_4030,2D PEAK CLUSTER,3,1,936.254186998,935.246910532,4.88840560688
N_Cluster_4031,2D PEAK CLUSTER,2,1,936.327012083,935.319735616,4.61856941026
N_Cluster_4032,2D PEAK CLUSTER,3,1,938.414993621,937.407717154,11.8092463296
N_Cluster_4033,2D PEAK CLUSTER,2,1,938.618681244,937.611404777,13.0397709980
N_Cluster_4034,2D PEAK CLUSTER,2,1,940.324031361,939.316754894,4.64837827899
N_Cluster_4035,2D PEAK CLUSTER,2,1,941.593913346,940.586636879,12.2758428869
N_Cluster_4036,2D PEAK CLUSTER,2,1,942.337840956,941.330564489,4.62802357528
N_Cluster_4037,2D PEAK CLUSTER,2,1,942.571202857,941.563926390,9.94601790191
N_Cluster_4038,2D PEAK CLUSTER,2,1,944.497347856,943.490071389,10.4533323283
N_Cluster_4039,2D PEAK CLUSTER,2,1,944.499004451,943.491727984,9.11033813989
N_Cluster_4040,2D PEAK CLUSTER,2,1,944.540127507,943.532851040,1.41030369674
N_Cluster_4041,2D PEAK CLUSTER,2,1,946.654715163,945.647438696,1.16284738867
N_Cluster_4042,2D PEAK CLUSTER,2,1,948.253290025,947.246013558,3.82635917132
N_Cluster_4043,2D PEAK CLUSTER,2,1,948.420791383,947.413514916,4.56125254291
N_Cluster_4044,2D PEAK CLUSTER,2,1,948.413818627,947.406542161,10.1105860359
N_Cluster_4045,2D PEAK CLUSTER,2,1,948.529854619,947.522578152,10.7601577867
N_Cluster_4046,2D PEAK CLUSTER,2,1,948.556858413,947.549581946,9.59525135393
N_Cluster_4047,2D PEAK CLUSTER,3,1,948.556740669,947.549464202,9.83332911289
N_Cluster_4048,2D PEAK CLUSTER,2,1,950.128996945,949.121720478,1.29973003182
N_Cluster_4049,2D PEAK CLUSTER,2,1,950.541919803,949.534643336,8.96733120771
N_Cluster_4050,2D PEAK CLUSTER,2,1,952.248954914,951.241678447,3.84924060840
N_Cluster_4051,2D PEAK CLUSTER,3,1,954.573188118,953.565911651,9.62344407021
N_Cluster_4052,2D PEAK CLUSTER,2,1,954.573179117,953.565902650,9.84098523775
N_Cluster_4053,2D PEAK CLUSTER,2,1,957.779201993,956.771925527,1.07141577687
N_Cluster_4054,2D PEAK CLUSTER,2,1,959.276561216,958.269284749,1.06810769038
N_Cluster_4055,2D PEAK CLUSTER,2,1,959.550527127,958.543250660,10.3732172174
N_Cluster_4056,2D PEAK CLUSTER,2,1,959.848441752,958.841165286,1.06885189892
N_Cluster_4057,2D PEAK CLUSTER,2,1,960.494601409,959.487324942,8.45936271567
N_Cluster_4058,2D PEAK CLUSTER,3,1,960.603572246,959.596295780,12.4066489377
N_Cluster_4059,2D PEAK CLUSTER,2,1,961.340005414,960.332728947,1.07549652100
N_Cluster_4060,2D PEAK CLUSTER,2,1,961.507435214,960.500158748,9.29814798516
N_Cluster_4061,2D PEAK CLUSTER,2,1,961.562700307,960.555423840,9.62937397170
N_Cluster_4062,2D PEAK CLUSTER,2,1,964.635034104,963.627757637,12.1227099422
N_Cluster_4063,2D PEAK CLUSTER,2,1,966.373587945,965.366311478,5.70571772293
N_Cluster_4064,2D PEAK CLUSTER,2,1,966.450363408,965.443086941,7.59841343433
N_Cluster_4065,2D PEAK CLUSTER,3,1,968.391609658,967.384333192,5.11274528926
N_Cluster_4066,2D PEAK CLUSTER,2,1,968.391950193,967.384673726,5.32433479732
N_Cluster_4067,2D PEAK CLUSTER,2,1,968.570787292,967.563510826,12.0179057449
N_Cluster_4068,2D PEAK CLUSTER,2,1,968.570756774,967.563480307,11.4876753671
N_Cluster_4069,2D PEAK CLUSTER,2,1,971.077306189,970.070029722,1.16387135145
N_Cluster_4070,2D PEAK CLUSTER,2,1,972.523369989,971.516093522,8.96466621537
N_Cluster_4071,2D PEAK CLUSTER,2,1,976.240027259,975.232750792,7.49258383991
N_Cluster_4072,2D PEAK CLUSTER,3,1,976.319706673,975.312430206,1.07368934852
N_Cluster_4073,2D PEAK CLUSTER,2,1,976.553279113,975.546002647,9.62377664347
N_Cluster_4074,2D PEAK CLUSTER,2,1,976.821302432,975.814025965,1.07156315079
N_Cluster_4075,2D PEAK CLUSTER,2,1,977.244208300,976.236931833,3.83457589441
N_Cluster_4076,2D PEAK CLUSTER,2,1,977.243491690,976.236215223,3.91487409910
N_Cluster_4077,2D PEAK CLUSTER,2,1,978.638926313,977.631649846,1.15434970305
N_Cluster_4078,2D PEAK CLUSTER,2,1,980.526708461,979.519431994,1.24937668926
N_Cluster_4079,2D PEAK CLUSTER,3,1,982.259162480,981.251886014,3.70472442396
N_Cluster_4080,2D PEAK CLUSTER,2,1,982.589140533,981.581864066,14.4642305091
N_Cluster_4081,2D PEAK CLUSTER,2,1,982.802664508,981.795388041,1.41913218683
N_Cluster_4082,2D PEAK CLUSTER,2,1,983.550223718,982.542947251,9.73875429305
N_Cluster_4083,2D PEAK CLUSTER,2,1,984.604990448,983.597713981,9.22386130122
N_Cluster_4084,2D PEAK CLUSTER,2,1,984.601628204,983.594351737,9.55285371303
N_Cluster_4085,2D PEAK CLUSTER,2,1,984.565036915,983.557760448,11.4780531114
N_Cluster_4086,2D PEAK CLUSTER,3,1,986.582224611,985.574948144,8.66238979866
N_Cluster_4087,2D PEAK CLUSTER,3,1,986.582851084,985.575574617,8.80624110150
N_Cluster_4088,2D PEAK CLUSTER,2,1,986.620286559,985.613010092,11.9111056565
N_Cluster_4089,2D PEAK CLUSTER,4,1,990.328191617,989.320915150,1.33497519251
N_Cluster_4090,2D PEAK CLUSTER,2,1,991.769321005,990.762044538,11.0563363644
N_Cluster_4091,2D PEAK CLUSTER,2,1,992.589897157,991.582620690,11.7377356895
N_Cluster_4092,2D PEAK CLUSTER,2,1,992.799811014,991.792534547,1.07087586099
N_Cluster_4093,2D PEAK CLUSTER,2,1,993.413409366,992.406132899,8.39145033775
N_Cluster_4094,2D PEAK CLUSTER,2,1,993.785378330,992.778101864,11.4978336611
N_Cluster_4095,2D PEAK CLUSTER,2,1,994.257101331,993.249824865,3.86284958524
N_Cluster_4096,2D PEAK CLUSTER,2,1,994.602210104,993.594933637,9.76588984324
N_Cluster_4097,2D PEAK CLUSTER,2,1,994.603066157,993.595789690,10.0132284271
N_Cluster_4098,2D PEAK CLUSTER,2,1,994.795497529,993.788221062,1.06857809069
N_Cluster_4099,2D PEAK CLUSTER,2,1,996.240001662,995.232725195,3.71621472535
N_Cluster_4100,2D PEAK CLUSTER,2,1,996.532756424,995.525479957,11.7617305688
N_Cluster_4101,2D PEAK CLUSTER,2,1,996.532685622,995.525409155,11.8147726582
N_Cluster_4102,2D PEAK CLUSTER,2,1,996.533423119,995.526146652,11.9780810006
N_Cluster_4103,2D PEAK CLUSTER,3,1,998.581704340,997.574427874,12.0637401898
N_Cluster_4104,2D PEAK CLUSTER,2,1,1000.47176769,999.464491221,8.07036664835
N_Cluster_4105,2D PEAK CLUSTER,2,1,1000.56108993,999.553813466,10.4950017016
N_Cluster_4106,2D PEAK CLUSTER,2,1,1000.77063015,999.763353687,1.07571395779
N_Cluster_4107,2D PEAK CLUSTER,3,1,1002.39464080,1001.38736434,4.26250868042
N_Cluster_4108,2D PEAK CLUSTER,2,1,1002.39637051,1001.38909404,4.63205239713
N_Cluster_4109,2D PEAK CLUSTER,2,1,1002.57855189,1001.57127542,10.1838909973
N_Cluster_4110,2D PEAK CLUSTER,2,1,1004.32556251,1003.31828604,1.37681936646
N_Cluster_4111,2D PEAK CLUSTER,2,1,1004.41053666,1003.40326020,4.63032559555
N_Cluster_4112,2D PEAK CLUSTER,2,1,1004.57426192,1003.56698545,1.17064249496
N_Cluster_4113,2D PEAK CLUSTER,2,1,1005.61504927,1004.60777280,9.82560260826
N_Cluster_4114,2D PEAK CLUSTER,2,1,1007.25337954,1006.24610307,3.93853846860
N_Cluster_4115,2D PEAK CLUSTER,2,1,1007.77839020,1006.77111373,1.07013238927
N_Cluster_4116,2D PEAK CLUSTER,4,1,1008.33794956,1007.33067309,1.35139808652
N_Cluster_4117,2D PEAK CLUSTER,2,1,1012.24793130,1011.24065483,4.13757368528
N_Cluster_4118,2D PEAK CLUSTER,2,1,1012.52752383,1011.52024736,9.92059371665
N_Cluster_4119,2D PEAK CLUSTER,3,1,1012.55651454,1011.54923807,1.16316753507
N_Cluster_4120,2D PEAK CLUSTER,2,1,1012.56024537,1011.55296891,11.6296386124
